mean,mean,sum,sum,count,count
3.3333333333333335,3.2162162162162162,50.0,119.0,15.0,37.0
3.2708333333333335,3.440340909090909,314.0,1211.0,96.0,352.0
3.875,3.302325581395349,31.0,142.0,8.0,43.0
3.25,3.5,13.0,56.0,4.0,16.0
3.0,5.0,3.0,5.0,1.0,1.0
3.4125,3.413793103448276,273.0,495.0,80.0,145.0
3.2588235294117647,3.5137614678899083,277.0,383.0,85.0,109.0
3.1625,2.5808383233532934,253.0,431.0,80.0,167.0
3.5348837209302326,3.235294117647059,152.0,330.0,43.0,102.0
3.62890625,4.167192429022082,929.0,3963.0,256.0,951.0
4.0,,4.0,,1.0,
3.4615384615384617,2.8333333333333335,45.0,34.0,13.0,12.0
3.6206896551724137,3.25531914893617,525.0,612.0,145.0,188.0
4.0625,4.12,65.0,103.0,16.0,25.0
3.9923273657289005,4.2036055143160125,1561.0,3964.0,391.0,943.0
3.7142857142857144,3.3,26.0,132.0,7.0,40.0
,4.0,,4.0,,1.0
2.5365853658536586,2.463768115942029,104.0,340.0,41.0,138.0
4.1395348837209305,3.630434782608696,178.0,167.0,43.0,46.0
3.4745762711864407,3.4871794871794872,615.0,1632.0,177.0,468.0
3.0729166666666665,3.13953488372093,295.0,1215.0,96.0,387.0
3.04,2.872093023255814,228.0,247.0,75.0,86.0
4.666666666666667,3.857142857142857,42.0,54.0,9.0,14.0
4.185483870967742,4.102389078498294,519.0,1202.0,124.0,293.0
2.0,2.2222222222222223,6.0,20.0,3.0,9.0
3.9553072625698324,4.294884653961885,708.0,4282.0,179.0,997.0
4.054878048780488,4.080173347778982,1330.0,3766.0,328.0,923.0
3.6640625,3.749271137026239,469.0,1286.0,128.0,343.0
3.0,2.5647058823529414,72.0,218.0,24.0,85.0
3.02,2.967032967032967,151.0,540.0,50.0,182.0
4.75,4.6,19.0,23.0,4.0,5.0
3.36,2.901098901098901,84.0,264.0,25.0,91.0
3.088888888888889,3.112676056338028,139.0,442.0,45.0,142.0
2.899641577060932,3.0294117647058822,809.0,3296.0,279.0,1088.0
4.5,3.7777777777777777,9.0,34.0,2.0,9.0
3.5,3.264367816091954,364.0,568.0,104.0,174.0
3.5126582278481013,3.5021008403361344,555.0,1667.0,158.0,476.0
3.31,3.165934065934066,662.0,2881.0,200.0,910.0
2.625,2.456140350877193,42.0,280.0,16.0,114.0
3.6015625,3.835985312117503,461.0,3134.0,128.0,817.0
3.5961538461538463,3.6036866359447006,187.0,782.0,52.0,217.0
2.888888888888889,3.190082644628099,156.0,1158.0,54.0,363.0
4.265217391304348,4.117647058823529,981.0,1820.0,230.0,442.0
2.730769230769231,2.7966101694915255,71.0,330.0,26.0,118.0
3.6,3.727272727272727,36.0,82.0,10.0,22.0
3.348684210526316,3.4581151832460733,509.0,1321.0,152.0,382.0
3.9026548672566372,3.9722222222222223,1764.0,3861.0,452.0,972.0
,3.75,,15.0,,4.0
3.5714285714285716,4.008130081300813,100.0,493.0,28.0,123.0
4.0,2.8636363636363638,4.0,63.0,1.0,22.0
2.8947368421052633,2.850467289719626,55.0,305.0,19.0,107.0
3.6,3.5698924731182795,18.0,332.0,5.0,93.0
3.5714285714285716,3.5952380952380953,25.0,151.0,7.0,42.0
3.5,2.71875,63.0,87.0,18.0,32.0
2.5789473684210527,2.3862660944206007,245.0,556.0,95.0,233.0
1.6666666666666667,3.0714285714285716,5.0,43.0,3.0,14.0
2.6129032258064515,2.9302325581395348,81.0,126.0,31.0,43.0
3.863013698630137,3.8225108225108224,282.0,883.0,73.0,231.0
2.6222222222222222,2.6024844720496896,118.0,419.0,45.0,161.0
3.2941176470588234,3.121212121212121,56.0,103.0,17.0,33.0
,1.5,,3.0,,2.0
4.0,3.6808510638297873,532.0,519.0,133.0,141.0
3.4788732394366195,3.781758957654723,988.0,3483.0,284.0,921.0
3.2407932011331444,3.436632747456059,1144.0,3715.0,353.0,1081.0
,1.5,,3.0,,2.0
3.7,3.75,37.0,75.0,10.0,20.0
3.761904761904762,3.8846153846153846,79.0,101.0,21.0,26.0
2.2452830188679247,2.03125,119.0,130.0,53.0,64.0
3.0,2.466666666666667,6.0,37.0,2.0,15.0
1.9152542372881356,2.017467248908297,113.0,462.0,59.0,229.0
3.88,3.731868131868132,873.0,1698.0,225.0,455.0
2.5384615384615383,3.1,33.0,31.0,13.0,10.0
5.0,4.0,5.0,28.0,1.0,7.0
1.5714285714285714,1.894736842105263,11.0,36.0,7.0,19.0
3.0,3.6,12.0,54.0,4.0,15.0
2.789473684210526,3.018292682926829,53.0,495.0,19.0,164.0
3.9533678756476682,3.8609215017064846,2289.0,4525.0,579.0,1172.0
3.2303030303030305,3.3184357541899443,533.0,1188.0,165.0,358.0
3.0952380952380953,2.919191919191919,195.0,289.0,63.0,99.0
2.0392156862745097,1.5486725663716814,104.0,175.0,51.0,113.0
,5.0,,5.0,,1.0
2.64,2.1176470588235294,66.0,36.0,25.0,17.0
2.4444444444444446,2.042105263157895,44.0,194.0,18.0,95.0
3.6666666666666665,1.0,11.0,1.0,3.0,1.0
2.24,2.871794871794872,56.0,112.0,25.0,39.0
2.890625,3.1925675675675675,185.0,945.0,64.0,296.0
2.6344086021505375,2.389937106918239,245.0,380.0,93.0,159.0
,3.0,,3.0,,1.0
2.8857142857142857,3.214788732394366,202.0,913.0,70.0,284.0
3.9327073552425666,4.0092592592592595,2513.0,7794.0,639.0,1944.0
3.1545064377682404,3.3913513513513514,735.0,3137.0,233.0,925.0
3.13302752293578,3.267741935483871,683.0,3039.0,218.0,930.0
3.6,3.5,108.0,315.0,30.0,90.0
3.4153005464480874,3.447521865889213,625.0,2365.0,183.0,686.0
3.5625,3.2696969696969695,114.0,1079.0,32.0,330.0
2.5,2.9210526315789473,5.0,111.0,2.0,38.0
2.7333333333333334,2.364864864864865,41.0,175.0,15.0,74.0
2.9047619047619047,3.2466666666666666,61.0,487.0,21.0,150.0
3.0,2.0,3.0,34.0,1.0,17.0
3.8461538461538463,3.68,200.0,276.0,52.0,75.0
1.8,3.5714285714285716,9.0,175.0,5.0,49.0
4.056603773584905,4.085106382978723,215.0,768.0,53.0,188.0
2.25,2.8378378378378377,18.0,105.0,8.0,37.0
5.0,3.4285714285714284,5.0,24.0,1.0,7.0
3.0,4.0588235294117645,6.0,69.0,2.0,17.0
3.5714285714285716,3.4545454545454546,25.0,38.0,7.0,11.0
3.642857142857143,3.112676056338028,102.0,221.0,28.0,71.0
3.4875,3.263440860215054,279.0,607.0,80.0,186.0
3.788659793814433,3.713924050632911,735.0,1467.0,194.0,395.0
3.375,2.9444444444444446,81.0,212.0,24.0,72.0
3.8088235294117645,3.8421052631578947,259.0,1168.0,68.0,304.0
3.787878787878788,3.5,125.0,133.0,33.0,38.0
1.6666666666666667,2.4242424242424243,10.0,80.0,6.0,33.0
3.8333333333333335,3.76,69.0,94.0,18.0,25.0
4.0,3.6,16.0,18.0,4.0,5.0
3.727272727272727,4.04,82.0,505.0,22.0,125.0
4.083333333333333,3.8181818181818183,49.0,126.0,12.0,33.0
1.5853658536585367,2.1003861003861,65.0,544.0,41.0,259.0
3.072463768115942,3.003154574132492,212.0,952.0,69.0,317.0
3.278688524590164,3.5714285714285716,200.0,525.0,61.0,147.0
3.272727272727273,2.793103448275862,36.0,81.0,11.0,29.0
3.77027027027027,3.4789915966386555,279.0,414.0,74.0,119.0
3.5555555555555554,2.652173913043478,32.0,61.0,9.0,23.0
2.0,1.4193548387096775,18.0,44.0,9.0,31.0
3.6486486486486487,3.522727272727273,135.0,465.0,37.0,132.0
3.3878787878787877,3.5853242320819114,559.0,2101.0,165.0,586.0
3.6875,3.488721804511278,177.0,464.0,48.0,133.0
3.7948717948717947,3.3636363636363638,148.0,296.0,39.0,88.0
3.675675675675676,3.6153846153846154,136.0,94.0,37.0,26.0
,2.0,,2.0,,1.0
2.3333333333333335,2.8,7.0,14.0,3.0,5.0
2.52991452991453,2.192229038854806,296.0,1072.0,117.0,489.0
3.482638888888889,3.63079615048119,1003.0,4150.0,288.0,1143.0
2.9012345679012346,2.5739837398373986,470.0,1583.0,162.0,615.0
2.9800995024875623,2.9759036144578315,599.0,2470.0,201.0,830.0
3.2857142857142856,3.5980392156862746,92.0,734.0,28.0,204.0
1.8333333333333333,1.8363636363636364,22.0,101.0,12.0,55.0
2.9583333333333335,2.8106060606060606,142.0,742.0,48.0,264.0
4.0,3.5,8.0,7.0,2.0,2.0
1.574468085106383,1.616949152542373,74.0,477.0,47.0,295.0
4.02,3.9565217391304346,201.0,728.0,50.0,184.0
5.0,3.2222222222222223,5.0,29.0,1.0,9.0
1.0,2.0,1.0,4.0,1.0,2.0
2.7777777777777777,2.5517241379310347,50.0,74.0,18.0,29.0
2.6228070175438596,2.7313915857605178,299.0,844.0,114.0,309.0
2.761904761904762,2.6645569620253164,116.0,421.0,42.0,158.0
3.5,4.0,21.0,8.0,6.0,2.0
3.1555555555555554,3.4461538461538463,142.0,448.0,45.0,130.0
3.25,3.4482758620689653,26.0,100.0,8.0,29.0
2.6142857142857143,2.269230769230769,183.0,177.0,70.0,78.0
2.272727272727273,2.3333333333333335,50.0,42.0,22.0,18.0
3.611111111111111,3.8,260.0,418.0,72.0,110.0
3.3,3.3636363636363638,66.0,111.0,20.0,33.0
3.8333333333333335,4.125,69.0,297.0,18.0,72.0
,3.0,,3.0,,1.0
4.054945054945055,3.7974137931034484,1476.0,2643.0,364.0,696.0
2.6373626373626373,3.1354166666666665,240.0,1204.0,91.0,384.0
3.027027027027027,2.891304347826087,224.0,133.0,74.0,46.0
3.5765765765765765,3.4278846153846154,397.0,713.0,111.0,208.0
3.6666666666666665,3.4444444444444446,44.0,155.0,12.0,45.0
3.2,3.4375,16.0,55.0,5.0,16.0
,2.75,,11.0,,4.0
3.599462365591398,3.5574354407836153,1339.0,3995.0,372.0,1123.0
3.676056338028169,3.9101123595505616,261.0,348.0,71.0,89.0
2.88,3.0714285714285716,72.0,86.0,25.0,28.0
4.6,4.173913043478261,23.0,96.0,5.0,23.0
2.7142857142857144,2.4545454545454546,19.0,54.0,7.0,22.0
4.1599297012302285,4.113636363636363,2367.0,6878.0,569.0,1672.0
3.937007874015748,4.0344827586206895,500.0,1872.0,127.0,464.0
2.888888888888889,2.9166666666666665,52.0,245.0,18.0,84.0
4.2,3.0,21.0,24.0,5.0,8.0
3.8072289156626504,3.7430555555555554,316.0,539.0,83.0,144.0
3.688888888888889,3.7398373983739837,166.0,460.0,45.0,123.0
4.0,5.0,4.0,5.0,1.0,1.0
5.0,3.0,5.0,21.0,1.0,7.0
3.372093023255814,2.9672131147540983,145.0,181.0,43.0,61.0
,4.0,,4.0,,1.0
3.9765625,4.140625,509.0,2385.0,128.0,576.0
2.8076923076923075,2.9680511182108624,146.0,929.0,52.0,313.0
3.2244897959183674,2.850467289719626,158.0,305.0,49.0,107.0
2.1818181818181817,2.4,24.0,48.0,11.0,20.0
3.5353982300884956,3.364705882352941,799.0,858.0,226.0,255.0
4.142857142857143,3.380952380952381,29.0,71.0,7.0,21.0
3.375,3.6,54.0,90.0,16.0,25.0
3.3333333333333335,3.5,40.0,105.0,12.0,30.0
3.022727272727273,3.044776119402985,133.0,204.0,44.0,67.0
4.166666666666667,3.0,25.0,9.0,6.0,3.0
2.625,2.9583333333333335,42.0,71.0,16.0,24.0
4.112903225806452,4.126436781609195,255.0,718.0,62.0,174.0
4.05607476635514,4.081264108352144,868.0,1808.0,214.0,443.0
,1.6470588235294117,,28.0,,17.0
3.4545454545454546,3.421875,76.0,219.0,22.0,64.0
,2.5,,5.0,,2.0
3.6666666666666665,3.8461538461538463,11.0,50.0,3.0,13.0
3.8190476190476192,3.9509536784741144,401.0,1450.0,105.0,367.0
3.6551724137931036,3.41025641025641,106.0,133.0,29.0,39.0
2.3,2.1666666666666665,69.0,273.0,30.0,126.0
2.8653846153846154,2.4433333333333334,149.0,733.0,52.0,300.0
2.2903225806451615,2.5870646766169156,71.0,520.0,31.0,201.0
,3.888888888888889,,35.0,,9.0
3.56,3.3548387096774195,89.0,208.0,25.0,62.0
4.125,3.5384615384615383,33.0,46.0,8.0,13.0
3.0,3.6016949152542375,48.0,425.0,16.0,118.0
1.75,1.9666666666666666,7.0,59.0,4.0,30.0
4.1,3.76,41.0,94.0,10.0,25.0
2.901098901098901,2.9075342465753424,264.0,849.0,91.0,292.0
4.407407407407407,4.343434343434343,238.0,860.0,54.0,198.0
3.9557291666666665,3.821138211382114,1519.0,4230.0,384.0,1107.0
3.375,3.761904761904762,81.0,237.0,24.0,63.0
1.0,2.0,1.0,22.0,1.0,11.0
3.3,3.9655172413793105,33.0,115.0,10.0,29.0
3.991701244813278,3.8274706867671693,962.0,2285.0,241.0,597.0
5.0,3.6,5.0,18.0,1.0,5.0
3.3636363636363638,3.7115384615384617,37.0,193.0,11.0,52.0
3.125,3.1383855024711695,575.0,1905.0,184.0,607.0
3.0,2.3076923076923075,45.0,60.0,15.0,26.0
2.875,3.1098265895953756,46.0,538.0,16.0,173.0
3.2625,3.4107142857142856,261.0,764.0,80.0,224.0
3.5278969957081543,3.795138888888889,822.0,3279.0,233.0,864.0
2.4242424242424243,2.4489795918367347,80.0,360.0,33.0,147.0
4.141843971631205,4.074433656957929,584.0,1259.0,141.0,309.0
4.043478260869565,3.9873417721518987,93.0,315.0,23.0,79.0
4.272,4.324519230769231,534.0,1799.0,125.0,416.0
,1.8571428571428572,,13.0,,7.0
3.727272727272727,3.0454545454545454,41.0,67.0,11.0,22.0
,3.25,,13.0,,4.0
2.9879518072289155,3.4850299401197606,248.0,1746.0,83.0,501.0
2.9166666666666665,2.4444444444444446,35.0,66.0,12.0,27.0
3.141025641025641,3.1949458483754514,245.0,885.0,78.0,277.0
,3.0,,3.0,,1.0
3.7,3.6607142857142856,74.0,205.0,20.0,56.0
2.1666666666666665,2.0353982300884956,65.0,230.0,30.0,113.0
2.731707317073171,2.5136186770428015,336.0,646.0,123.0,257.0
3.726890756302521,3.454954954954955,887.0,1534.0,238.0,444.0
3.746031746031746,3.9301470588235294,708.0,2138.0,189.0,544.0
3.9649122807017543,3.819277108433735,226.0,634.0,57.0,166.0
3.0714285714285716,3.21875,43.0,103.0,14.0,32.0
,3.272727272727273,,36.0,,11.0
5.0,,5.0,,1.0,
3.696969696969697,3.180327868852459,122.0,194.0,33.0,61.0
4.2,3.7777777777777777,21.0,68.0,5.0,18.0
3.0943396226415096,3.1904761904761907,164.0,469.0,53.0,147.0
2.2,2.3260869565217392,11.0,107.0,5.0,46.0
2.8076923076923075,2.7695167286245352,73.0,745.0,26.0,269.0
3.111111111111111,3.0701754385964914,28.0,175.0,9.0,57.0
3.0,3.3157894736842106,6.0,63.0,2.0,19.0
2.8,2.9745222929936306,98.0,467.0,35.0,157.0
,2.25,,9.0,,4.0
4.0,3.25,8.0,13.0,2.0,4.0
2.8,2.861111111111111,56.0,206.0,20.0,72.0
3.7222222222222223,2.8205128205128207,67.0,110.0,18.0,39.0
2.5,3.2222222222222223,5.0,29.0,2.0,9.0
3.221311475409836,3.522561863173217,393.0,2420.0,122.0,687.0
4.086538461538462,4.3125,1275.0,6417.0,312.0,1488.0
3.038732394366197,3.0293809024134313,863.0,2887.0,284.0,953.0
2.4864864864864864,2.768292682926829,92.0,454.0,37.0,164.0
2.689655172413793,2.014925373134328,78.0,135.0,29.0,67.0
3.443661971830986,3.311926605504587,489.0,722.0,142.0,218.0
3.848101265822785,4.100907029478458,912.0,3617.0,237.0,882.0
3.2857142857142856,2.4782608695652173,46.0,114.0,14.0,46.0
2.392156862745098,2.761006289308176,122.0,439.0,51.0,159.0
2.8421052631578947,3.263157894736842,54.0,124.0,19.0,38.0
2.8125,2.9583333333333335,45.0,71.0,16.0,24.0
3.0,3.1631205673758864,168.0,892.0,56.0,282.0
2.5,3.586206896551724,15.0,104.0,6.0,29.0
3.0,1.65,3.0,33.0,1.0,20.0
2.0,2.7058823529411766,6.0,46.0,3.0,17.0
2.6,2.6774193548387095,13.0,83.0,5.0,31.0
3.0,2.9583333333333335,12.0,71.0,4.0,24.0
4.140350877192983,4.235408560311284,472.0,2177.0,114.0,514.0
,1.0,,2.0,,2.0
,3.0,,3.0,,1.0
,3.5,,28.0,,8.0
3.0,2.3333333333333335,3.0,14.0,1.0,6.0
3.1875,3.2281553398058254,51.0,665.0,16.0,206.0
1.0,2.088888888888889,2.0,94.0,2.0,45.0
,1.0,,1.0,,1.0
3.8125,3.764705882352941,61.0,128.0,16.0,34.0
3.1739130434782608,3.101010101010101,73.0,614.0,23.0,198.0
3.732142857142857,3.831578947368421,209.0,728.0,56.0,190.0
3.9,3.9571428571428573,117.0,277.0,30.0,70.0
2.7777777777777777,2.5757575757575757,25.0,170.0,9.0,66.0
3.4,3.588235294117647,17.0,183.0,5.0,51.0
2.9791666666666665,2.7260273972602738,143.0,199.0,48.0,73.0
2.3217391304347825,2.3376623376623376,267.0,540.0,115.0,231.0
3.888888888888889,3.4,175.0,204.0,45.0,60.0
3.2,3.2718446601941746,80.0,337.0,25.0,103.0
3.535031847133758,3.835010060362173,555.0,1906.0,157.0,497.0
3.75,3.4782608695652173,75.0,160.0,20.0,46.0
4.0,4.0,4.0,4.0,1.0,1.0
2.574468085106383,2.3934426229508197,121.0,438.0,47.0,183.0
